,Levels,POS,T_IDX,Trigram,Word,Words,Visemes,Trigram_Visemes
6078,"{'A1': ['A1'], 'A2': ['A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",lobby,"{'small': ['a'], 'national': ['a'], 'main': ['the', 'a', 'its'], 'grand': ['a', 'the']}","['l', 'e', 'b', 'i']","{""['s', 'b', 'e', 'l']"": [['e']], ""['t', 'e', 's', 'e', 't', 'e', 'l']"": [['e']], ""['b', 'e', 't']"": [['th', 'e'], ['e'], ['e', 't', 's']], ""['k', 'r', 'e', 't', 't']"": [['e'], ['th', 'e']]}"
6079,"{'A1': ['A1'], 'A2': ['A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",cowboy,"{'red': ['a'], 'national': ['the'], 'traditional': ['the', 'a'], 'urban': ['the'], 'eternal': ['the']}","['k', 'e', 'b', 'e']","{""['r', 'e', 't']"": [['e']], ""['t', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e']], ""['t', 'r', 'e', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e']], ""['r', 'b', 'e', 't']"": [['th', 'e']], ""['e', 't', 'r', 't', 'e', 'l']"": [['th', 'e']]}"
6080,"{'A1': ['A1'], 'A2': ['A1'], 'B1': ['A1', 'A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",cowboy,"{'red': ['a'], 'national': ['the'], 'traditional': ['the', 'a'], 'urban': ['the'], 'eternal': ['the']}","['k', 'e', 'b', 'e']","{""['r', 'e', 't']"": [['e']], ""['t', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e']], ""['t', 'r', 'e', 't', 'e', 's', 'e', 't', 'e', 'l']"": [['th', 'e'], ['e']], ""['r', 'b', 'e', 't']"": [['th', 'e']], ""['e', 't', 'r', 't', 'e', 'l']"": [['th', 'e']]}"
6081,{'A1': ['A1']},VERB,1.0,"['PRON', 'VERB', 'ADV']",defeat,{'only': ['her']},"['t', 'e', 'f', 'i', 't']","{""['e', 't', 'l', 'i']"": [['e', 'r']]}"
6082,{'A1': ['A1']},VERB,1.0,"['PRON', 'VERB', 'ADV']",defeat,{'only': ['her']},"['t', 'e', 'f', 'i', 't']","{""['e', 't', 'l', 'i']"": [['e', 'r']]}"
6083,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1', 'A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",distinction,"{'important': ['an'], 'clear': ['a', 'the'], 'rare': ['the', 'a'], 'unique': ['the', 'a'], 'sole': ['the']}","['t', 'e', 's', 't', 'e', 'k', 'k', 's', 'e', 't']","{""['e', 'b', 'b', 'e', 'r', 't', 'e', 't', 't']"": [['e', 't']], ""['k', 'l', 'e', 'r']"": [['e'], ['th', 'e']], ""['r', 'e', 'r']"": [['th', 'e'], ['e']], ""['e', 'u', 't', 'i', 'k']"": [['th', 'e'], ['e']], ""['s', 'e', 'l']"": [['th', 'e']]}"
6084,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1', 'A1'], 'B2': ['A1', 'A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",distinction,"{'important': ['an'], 'clear': ['a', 'the'], 'rare': ['the', 'a'], 'unique': ['the', 'a'], 'sole': ['the']}","['t', 'e', 's', 't', 'e', 'k', 'k', 's', 'e', 't']","{""['e', 'b', 'b', 'e', 'r', 't', 'e', 't', 't']"": [['e', 't']], ""['k', 'l', 'e', 'r']"": [['e'], ['th', 'e']], ""['r', 'e', 'r']"": [['th', 'e'], ['e']], ""['e', 'u', 't', 'i', 'k']"": [['th', 'e'], ['e']], ""['s', 'e', 'l']"": [['th', 'e']]}"
6085,"{'A1': ['A1'], 'A2': ['A1']}",ADJ,1.0,"['DET', 'ADJ', 'NOUN']",naughty,"{'group': ['the'], 'album': ['the']}","['t', 'e', 't', 'i']","{""['k', 'r', 'u', 'b']"": [['th', 'e']], ""['e', 'l', 'b', 'e', 'b']"": [['th', 'e']]}"
6086,"{'A1': ['A1'], 'A2': ['A1']}",ADJ,1.0,"['DET', 'ADJ', 'NOUN']",naughty,"{'group': ['the'], 'album': ['the']}","['t', 'e', 't', 'i']","{""['k', 'r', 'u', 'b']"": [['th', 'e']], ""['e', 'l', 'b', 'e', 'b']"": [['th', 'e']]}"
6087,"{'A1': ['A1'], 'A2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",shake,"{'not': ['you'], 'just': ['we']}","['s', 'e', 'k']","{""['t', 'e', 't']"": [['e', 'u']], ""['s', 'e', 's', 't']"": [['w', 'i']]}"
6088,"{'A1': ['A1'], 'A2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",shake,"{'not': ['you'], 'just': ['we']}","['s', 'e', 'k']","{""['t', 'e', 't']"": [['e', 'u']], ""['s', 'e', 's', 't']"": [['w', 'i']]}"
6089,"{'A1': ['A1'], 'A2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",shake,"{'not': ['you'], 'just': ['we']}","['s', 'e', 'k']","{""['t', 'e', 't']"": [['e', 'u']], ""['s', 'e', 's', 't']"": [['w', 'i']]}"
6090,{},VERB,1.0,"['PRON', 'VERB', 'ADV']",format,{},"['f', 'e', 'r', 'b', 'e', 't']",{}
6091,{},VERB,1.0,"['PRON', 'VERB', 'ADV']",format,{},"['f', 'e', 'r', 'b', 'e', 't']",{}
6092,{'A2': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",silly,{'bit': ['a']},"['s', 'e', 'l', 'i']","{""['b', 'e', 't']"": [['e']]}"
6093,{'A2': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",silly,{'bit': ['a']},"['s', 'e', 'l', 'i']","{""['b', 'e', 't']"": [['e']]}"
6094,"{'A1': ['A1'], 'A2': ['A1']}",ADV,2.0,"['PRON', 'VERB', 'ADV']",freely,"{'be': ['they'], 'could': ['who']}","['f', 'r', 'i', 'l', 'i']","{""['b', 'i']"": [['th', 'e']], ""['k', 'e', 't']"": [['e', 'u']]}"
6095,"{'A1': ['A1'], 'A2': ['A1']}",ADV,2.0,"['PRON', 'VERB', 'ADV']",freely,"{'be': ['they'], 'could': ['who']}","['f', 'r', 'i', 'l', 'i']","{""['b', 'i']"": [['th', 'e']], ""['k', 'e', 't']"": [['e', 'u']]}"
6096,{'B1': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",mild,{'angel': ['an']},"['b', 'e', 'l', 't']","{""['e', 't', 's', 'e', 'l']"": [['e', 't']]}"
6097,{'B1': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",mild,{'angel': ['an']},"['b', 'e', 'l', 't']","{""['e', 't', 's', 'e', 'l']"": [['e', 't']]}"
6098,{'B1': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",mild,{'angel': ['an']},"['b', 'e', 'l', 't']","{""['e', 't', 's', 'e', 'l']"": [['e', 't']]}"
6099,{'B1': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",mild,{'angel': ['an']},"['b', 'e', 'l', 't']","{""['e', 't', 's', 'e', 'l']"": [['e', 't']]}"
6100,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B2': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",fur,"{'brown': ['the'], 'early': ['an', 'the'], 'fake': ['the', 'a']}","['f', 'r']","{""['b', 'r', 'e', 't']"": [['th', 'e']], ""['r', 'l', 'i']"": [['e', 't'], ['th', 'e']], ""['f', 'e', 'k']"": [['th', 'e'], ['e']]}"
6101,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B2': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",fur,"{'brown': ['the'], 'early': ['an', 'the'], 'fake': ['the', 'a']}","['f', 'r']","{""['b', 'r', 'e', 't']"": [['th', 'e']], ""['r', 'l', 'i']"": [['e', 't'], ['th', 'e']], ""['f', 'e', 'k']"": [['th', 'e'], ['e']]}"
6102,"{'A1': ['A1'], 'A2': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",tar,"{'famous': ['the'], 'daily': ['the'], 'royal': ['the']}","['t', 'e', 'r']","{""['f', 'e', 'b', 'e', 's']"": [['th', 'e']], ""['t', 'e', 'l', 'i']"": [['th', 'e']], ""['r', 'e', 'e', 'l']"": [['th', 'e']]}"
6103,"{'A1': ['A1'], 'A2': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",tar,"{'famous': ['the'], 'daily': ['the'], 'royal': ['the']}","['t', 'e', 'r']","{""['f', 'e', 'b', 'e', 's']"": [['th', 'e']], ""['t', 'e', 'l', 'i']"": [['th', 'e']], ""['r', 'e', 'e', 'l']"": [['th', 'e']]}"
6104,{'A2': ['A1']},ADV,2.0,"['PRON', 'VERB', 'ADV']",readily,{'could': ['he']},"['r', 'e', 't', 'e', 'l', 'i']","{""['k', 'e', 't']"": [['e', 'i']]}"
6105,{'A2': ['A1']},ADV,2.0,"['PRON', 'VERB', 'ADV']",readily,{'could': ['he']},"['r', 'e', 't', 'e', 'l', 'i']","{""['k', 'e', 't']"": [['e', 'i']]}"
6106,"{'A2': ['A1'], 'B2': ['A1']}",ADJ,1.0,"['DET', 'ADJ', 'NOUN']",infinite,"{'regions': ['the'], 'wisdom': ['the']}","['e', 't', 'f', 'e', 't', 'e', 't']","{""['r', 'i', 's', 'e', 't', 's']"": [['th', 'e']], ""['w', 'e', 's', 't', 'e', 'b']"": [['th', 'e']]}"
6107,"{'A2': ['A1'], 'B2': ['A1']}",ADJ,1.0,"['DET', 'ADJ', 'NOUN']",infinite,"{'regions': ['the'], 'wisdom': ['the']}","['e', 't', 'f', 'e', 't', 'e', 't']","{""['r', 'i', 's', 'e', 't', 's']"": [['th', 'e']], ""['w', 'e', 's', 't', 'e', 'b']"": [['th', 'e']]}"
6108,"{'A1': ['A1'], 'A2': ['A1'], 'B2': ['A1'], 'C1': ['A1']}",ADJ,1.0,"['DET', 'ADJ', 'NOUN']",revolutionary,"{'post': ['the'], 'workers': ['the'], 'counter': ['the'], 'ruling': ['the']}","['r', 'e', 'f', 'e', 'l', 'u', 's', 'e', 't', 'e', 'r', 'i']","{""['b', 'e', 's', 't']"": [['th', 'e']], ""['w', 'r', 'k', 'r', 's']"": [['th', 'e']], ""['k', 'e', 't', 't', 'r']"": [['th', 'e']], ""['r', 'u', 'l', 'e', 'k']"": [['th', 'e']]}"
6109,"{'A1': ['A1'], 'A2': ['A1'], 'B2': ['A1'], 'C1': ['A1']}",ADJ,1.0,"['DET', 'ADJ', 'NOUN']",revolutionary,"{'post': ['the'], 'workers': ['the'], 'counter': ['the'], 'ruling': ['the']}","['r', 'e', 'f', 'e', 'l', 'u', 's', 'e', 't', 'e', 'r', 'i']","{""['b', 'e', 's', 't']"": [['th', 'e']], ""['w', 'r', 'k', 'r', 's']"": [['th', 'e']], ""['k', 'e', 't', 't', 'r']"": [['th', 'e']], ""['r', 'u', 'l', 'e', 'k']"": [['th', 'e']]}"
6110,"{'A1': ['A1'], 'B2': ['A1']}",ADJ,1.0,"['DET', 'ADJ', 'NOUN']",fatal,"{'film': ['the'], 'female': ['a']}","['f', 'e', 't', 'e', 'l']","{""['f', 'e', 'l', 'b']"": [['th', 'e']], ""['f', 'i', 'b', 'e', 'l']"": [['e']]}"
6111,"{'A1': ['A1'], 'B2': ['A1']}",ADJ,1.0,"['DET', 'ADJ', 'NOUN']",fatal,"{'film': ['the'], 'female': ['a']}","['f', 'e', 't', 'e', 'l']","{""['f', 'e', 'l', 'b']"": [['th', 'e']], ""['f', 'i', 'b', 'e', 'l']"": [['e']]}"
6112,"{'A1': ['A1', 'A1'], 'B1': ['A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",remedy,"{'cold': ['a', 'the'], 'effective': ['an'], 'legal': ['a'], 'sole': ['the']}","['r', 'e', 'b', 'e', 't', 'i']","{""['k', 'e', 'l', 't']"": [['e'], ['th', 'e']], ""['e', 'f', 'e', 'k', 't', 'e', 'f']"": [['e', 't']], ""['l', 'i', 'k', 'e', 'l']"": [['e']], ""['s', 'e', 'l']"": [['th', 'e']]}"
6113,"{'A1': ['A1', 'A1'], 'B1': ['A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",remedy,"{'cold': ['a', 'the'], 'effective': ['an'], 'legal': ['a'], 'sole': ['the']}","['r', 'e', 'b', 'e', 't', 'i']","{""['k', 'e', 'l', 't']"": [['e'], ['th', 'e']], ""['e', 'f', 'e', 'k', 't', 'e', 'f']"": [['e', 't']], ""['l', 'i', 'k', 'e', 'l']"": [['e']], ""['s', 'e', 'l']"": [['th', 'e']]}"
6114,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1', 'A1'], 'B2': ['A1', 'A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",genius,"{'great': ['the', 'a', 'his'], 'musical': ['a'], 'creative': ['your', 'the'], 'evil': ['an', 'the'], 'authentic': ['an']}","['s', 'i', 't', 'e', 'e', 's']","{""['k', 'r', 'e', 't']"": [['th', 'e'], ['e'], ['e', 'e', 's']], ""['b', 'e', 'u', 's', 'e', 'k', 'e', 'l']"": [['e']], ""['k', 'r', 'i', 'e', 't', 'e', 'f']"": [['e', 'e', 'r'], ['th', 'e']], ""['i', 'f', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 'th', 'e', 't', 't', 'e', 'k']"": [['e', 't']]}"
6115,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1', 'A1'], 'B2': ['A1', 'A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",genius,"{'great': ['the', 'a', 'his'], 'musical': ['a'], 'creative': ['your', 'the'], 'evil': ['an', 'the'], 'authentic': ['an']}","['s', 'i', 't', 'e', 'e', 's']","{""['k', 'r', 'e', 't']"": [['th', 'e'], ['e'], ['e', 'e', 's']], ""['b', 'e', 'u', 's', 'e', 'k', 'e', 'l']"": [['e']], ""['k', 'r', 'i', 'e', 't', 'e', 'f']"": [['e', 'e', 'r'], ['th', 'e']], ""['i', 'f', 'e', 'l']"": [['e', 't'], ['th', 'e']], ""['e', 'th', 'e', 't', 't', 'e', 'k']"": [['e', 't']]}"
6116,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",meaningful,{},"['b', 'i', 't', 'e', 'k', 'f', 'e', 'l']",{}
6117,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",meaningful,{},"['b', 'i', 't', 'e', 'k', 'f', 'e', 'l']",{}
6118,{},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",meaningful,{},"['b', 'i', 't', 'e', 'k', 'f', 'e', 'l']",{}
6119,"{'A1': ['A1'], 'A2': ['A1', 'A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",flesh,"{'white': ['a'], 'own': ['his', 'their', 'your']}","['f', 'l', 'e', 's']","{""['w', 'e', 't']"": [['e']], ""['e', 't']"": [['e', 'e', 's'], ['th', 'e', 'r'], ['e', 'e', 'r']]}"
6120,"{'A1': ['A1'], 'A2': ['A1', 'A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",flesh,"{'white': ['a'], 'own': ['his', 'their', 'your']}","['f', 'l', 'e', 's']","{""['w', 'e', 't']"": [['e']], ""['e', 't']"": [['e', 'e', 's'], ['th', 'e', 'r'], ['e', 'e', 'r']]}"
6121,{'B2': ['A1']},VERB,1.0,"['PRON', 'VERB', 'ADV']",adapt,{'readily': ['them']},"['e', 't', 'e', 'b', 't']","{""['r', 'e', 't', 'e', 'l', 'i']"": [['th', 'e', 'b']]}"
6122,{'B2': ['A1']},VERB,1.0,"['PRON', 'VERB', 'ADV']",adapt,{'readily': ['them']},"['e', 't', 'e', 'b', 't']","{""['r', 'e', 't', 'e', 'l', 'i']"": [['th', 'e', 'b']]}"
6123,{'B2': ['A1']},VERB,1.0,"['PRON', 'VERB', 'ADV']",adapt,{'readily': ['them']},"['e', 't', 'e', 'b', 't']","{""['r', 'e', 't', 'e', 'l', 'i']"": [['th', 'e', 'b']]}"
6124,"{'A1': ['A1'], 'A2': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",shortcut,"{'popular': ['a'], 'specific': ['a'], 'mental': ['a']}","['s', 'e', 'r', 't', 'k', 'e', 't']","{""['b', 'e', 'b', 'e', 'e', 'l', 'r']"": [['e']], ""['s', 'b', 'e', 's', 'e', 'f', 'e', 'k']"": [['e']], ""['b', 'e', 't', 't', 'e', 'l']"": [['e']]}"
6125,"{'A1': ['A1'], 'A2': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",shortcut,"{'popular': ['a'], 'specific': ['a'], 'mental': ['a']}","['s', 'e', 'r', 't', 'k', 'e', 't']","{""['b', 'e', 'b', 'e', 'e', 'l', 'r']"": [['e']], ""['s', 'b', 'e', 's', 'e', 'f', 'e', 'k']"": [['e']], ""['b', 'e', 't', 't', 'e', 'l']"": [['e']]}"
6126,{},VERB,1.0,"['PRON', 'VERB', 'ADV']",meditate,{},"['b', 'e', 't', 'e', 't', 'e', 't']",{}
6127,{},VERB,1.0,"['PRON', 'VERB', 'ADV']",meditate,{},"['b', 'e', 't', 'e', 't', 'e', 't']",{}
6128,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1'], 'C1': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",giant,"{'red': ['a', 'the', 'an'], 'bright': ['a'], 'gentle': ['a', 'the', 'my'], 'parallel': ['the'], 'legendary': ['a', 'the']}","['s', 'e', 'e', 't', 't']","{""['r', 'e', 't']"": [['e'], ['th', 'e'], ['e', 't']], ""['b', 'r', 'e', 't']"": [['e']], ""['s', 'e', 't', 't', 'e', 'l']"": [['e'], ['th', 'e'], ['b', 'e']], ""['b', 'e', 'r', 'e', 'l', 'e', 'l']"": [['th', 'e']], ""['l', 'e', 's', 'e', 't', 't', 'e', 'r', 'i']"": [['e'], ['th', 'e']]}"
6129,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1', 'A1', 'A1'], 'B2': ['A1'], 'C1': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",giant,"{'red': ['a', 'the', 'an'], 'bright': ['a'], 'gentle': ['a', 'the', 'my'], 'parallel': ['the'], 'legendary': ['a', 'the']}","['s', 'e', 'e', 't', 't']","{""['r', 'e', 't']"": [['e'], ['th', 'e'], ['e', 't']], ""['b', 'r', 'e', 't']"": [['e']], ""['s', 'e', 't', 't', 'e', 'l']"": [['e'], ['th', 'e'], ['b', 'e']], ""['b', 'e', 'r', 'e', 'l', 'e', 'l']"": [['th', 'e']], ""['l', 'e', 's', 'e', 't', 't', 'e', 'r', 'i']"": [['e'], ['th', 'e']]}"
6130,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",tide,"{'high': ['the', 'a', 'their'], 'low': ['the'], 'political': ['the'], 'growing': ['the']}","['t', 'e', 't']","{""['e', 'e']"": [['th', 'e'], ['e'], ['th', 'e', 'r']], ""['l', 'e']"": [['th', 'e']], ""['b', 'e', 'l', 'e', 't', 'e', 'k', 'e', 'l']"": [['th', 'e']], ""['k', 'r', 'e', 'e', 'k']"": [['th', 'e']]}"
6131,"{'A1': ['A1', 'A1', 'A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",tide,"{'high': ['the', 'a', 'their'], 'low': ['the'], 'political': ['the'], 'growing': ['the']}","['t', 'e', 't']","{""['e', 'e']"": [['th', 'e'], ['e'], ['th', 'e', 'r']], ""['l', 'e']"": [['th', 'e']], ""['b', 'e', 'l', 'e', 't', 'e', 'k', 'e', 'l']"": [['th', 'e']], ""['k', 'r', 'e', 'e', 'k']"": [['th', 'e']]}"
6132,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1'], 'B2': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",partition,"{'second': ['the'], 'full': ['the', 'a'], 'separate': ['a'], 'logical': ['a', 'the']}","['b', 'e', 'r', 't', 'e', 's', 'e', 't']","{""['s', 'e', 'k', 'e', 't', 't']"": [['th', 'e']], ""['f', 'e', 'l']"": [['th', 'e'], ['e']], ""['s', 'e', 'b', 'r', 'e', 't']"": [['e']], ""['l', 'e', 's', 'e', 'k', 'e', 'l']"": [['e'], ['th', 'e']]}"
6133,"{'A1': ['A1'], 'A2': ['A1', 'A1'], 'B1': ['A1'], 'B2': ['A1', 'A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",partition,"{'second': ['the'], 'full': ['the', 'a'], 'separate': ['a'], 'logical': ['a', 'the']}","['b', 'e', 'r', 't', 'e', 's', 'e', 't']","{""['s', 'e', 'k', 'e', 't', 't']"": [['th', 'e']], ""['f', 'e', 'l']"": [['th', 'e'], ['e']], ""['s', 'e', 'b', 'r', 'e', 't']"": [['e']], ""['l', 'e', 's', 'e', 'k', 'e', 'l']"": [['e'], ['th', 'e']]}"
6134,{},VERB,1.0,"['PRON', 'VERB', 'ADV']",reel,{},"['r', 'i', 'l']",{}
6135,{},VERB,1.0,"['PRON', 'VERB', 'ADV']",reel,{},"['r', 'i', 'l']",{}
6136,{'A1': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",sheer,{'band': ['the']},"['s', 'e', 'r']","{""['b', 'e', 't', 't']"": [['th', 'e']]}"
6137,{'A1': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",sheer,{'band': ['the']},"['s', 'e', 'r']","{""['b', 'e', 't', 't']"": [['th', 'e']]}"
6138,{'A1': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",sheer,{'band': ['the']},"['s', 'e', 'r']","{""['b', 'e', 't', 't']"": [['th', 'e']]}"
6139,{'A1': ['A1']},ADJ,1.0,"['DET', 'ADJ', 'NOUN']",sheer,{'band': ['the']},"['s', 'e', 'r']","{""['b', 'e', 't', 't']"": [['th', 'e']]}"
6140,{},VERB,1.0,"['PRON', 'VERB', 'ADV']",pose,{},"['b', 'e', 's']",{}
6141,{},VERB,1.0,"['PRON', 'VERB', 'ADV']",pose,{},"['b', 'e', 's']",{}
6142,"{'B1': ['A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",bind,"{'specifically': ['which'], 'readily': ['they']}","['b', 'e', 't', 't']","{""['s', 'b', 'e', 's', 'e', 'f', 'e', 'k', 'l', 'i']"": [['w', 'e', 's']], ""['r', 'e', 't', 'e', 'l', 'i']"": [['th', 'e']]}"
6143,"{'B1': ['A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",bind,"{'specifically': ['which'], 'readily': ['they']}","['b', 'e', 't', 't']","{""['s', 'b', 'e', 's', 'e', 'f', 'e', 'k', 'l', 'i']"": [['w', 'e', 's']], ""['r', 'e', 't', 'e', 'l', 'i']"": [['th', 'e']]}"
6144,"{'B1': ['A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",bind,"{'specifically': ['which'], 'readily': ['they']}","['b', 'e', 't', 't']","{""['s', 'b', 'e', 's', 'e', 'f', 'e', 'k', 'l', 'i']"": [['w', 'e', 's']], ""['r', 'e', 't', 'e', 'l', 'i']"": [['th', 'e']]}"
6145,"{'B1': ['A2'], 'B2': ['A1']}",VERB,1.0,"['PRON', 'VERB', 'ADV']",bind,"{'specifically': ['which'], 'readily': ['they']}","['b', 'e', 't', 't']","{""['s', 'b', 'e', 's', 'e', 'f', 'e', 'k', 'l', 'i']"": [['w', 'e', 's']], ""['r', 'e', 't', 'e', 'l', 'i']"": [['th', 'e']]}"
6146,"{'A1': ['A1', 'A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",cylinder,"{'first': ['the', 'its'], 'single': ['a'], 'central': ['the'], 'hollow': ['a'], 'lesser': ['the']}","['s', 'e', 'l', 'e', 't', 't', 'r']","{""['f', 'r', 's', 't']"": [['th', 'e'], ['e', 't', 's']], ""['s', 'e', 'k', 'k', 'e', 'l']"": [['e']], ""['s', 'e', 't', 't', 'r', 'e', 'l']"": [['th', 'e']], ""['e', 'e', 'l', 'e']"": [['e']], ""['l', 'e', 's', 'r']"": [['th', 'e']]}"
6147,"{'A1': ['A1', 'A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",cylinder,"{'first': ['the', 'its'], 'single': ['a'], 'central': ['the'], 'hollow': ['a'], 'lesser': ['the']}","['s', 'e', 'l', 'e', 't', 't', 'r']","{""['f', 'r', 's', 't']"": [['th', 'e'], ['e', 't', 's']], ""['s', 'e', 'k', 'k', 'e', 'l']"": [['e']], ""['s', 'e', 't', 't', 'r', 'e', 'l']"": [['th', 'e']], ""['e', 'e', 'l', 'e']"": [['e']], ""['l', 'e', 's', 'r']"": [['th', 'e']]}"
6148,{'A1': ['A1']},NOUN,2.0,"['DET', 'ADJ', 'NOUN']",buck,{'young': ['a']},"['b', 'e', 'k']","{""['e', 'e', 'k']"": [['e']]}"
6149,{'A1': ['A1']},NOUN,2.0,"['DET', 'ADJ', 'NOUN']",buck,{'young': ['a']},"['b', 'e', 'k']","{""['e', 'e', 'k']"": [['e']]}"
6150,"{'A1': ['A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",indication,"{'good': ['a'], 'clear': ['a'], 'accurate': ['an'], 'visual': ['a'], 'persistent': ['a']}","['e', 't', 't', 'e', 'k', 'e', 's', 'e', 't']","{""['k', 'e', 't']"": [['e']], ""['k', 'l', 'e', 'r']"": [['e']], ""['e', 'k', 'e', 'r', 'e', 't']"": [['e', 't']], ""['f', 'e', 's', 'e', 'w', 'e', 'l']"": [['e']], ""['b', 'r', 's', 'e', 's', 't', 'e', 't', 't']"": [['e']]}"
6151,"{'A1': ['A1'], 'A2': ['A1'], 'B1': ['A1'], 'B2': ['A1'], 'C1': ['A1']}",NOUN,2.0,"['DET', 'ADJ', 'NOUN']",indication,"{'good': ['a'], 'clear': ['a'], 'accurate': ['an'], 'visual': ['a'], 'persistent': ['a']}","['e', 't', 't', 'e', 'k', 'e', 's', 'e', 't']","{""['k', 'e', 't']"": [['e']], ""['k', 'l', 'e', 'r']"": [['e']], ""['e', 'k', 'e', 'r', 'e', 't']"": [['e', 't']], ""['f', 'e', 's', 'e', 'w', 'e', 'l']"": [['e']], ""['b', 'r', 's', 'e', 's', 't', 'e', 't', 't']"": [['e']]}"
